name,summary,location,phone,email,website,person,designation,source_link
Dastaan,"With a team of hand-picked professionals, we provide content solutions to brands and individuals. Qissa – Pakistan’s first self-publishing platform which provides digital and print publishing to aspiring writers. Literary events, competitions, fellowships and many more exciting opportunities to upgrade your portfolio.
","Karachi, Sindh, Karachi, Sindh, Pakistan 74600",+92 (321) 95 25 753,ommer.a@daastan.com,https://daastan.com/,Amber Awan,Founder,https://www.pasha.org.pk/d/l/dastaan/
Datalysis,"DataLysis.io is a Data Analytics Company which provides consultancy and data driven solutions to its customers. They have extensive expertise in data science, research, machine learning, artificial intelligence, predictive analytics and software engineering.
","DataLysis.io, Karachi, Pakistan, Karachi, Sindh, Pakistan 74600",021 111 111 111,alirazabhayani@gmail.com,http://datalysis.io/,Ali Raza Bhayani,CTO,https://www.pasha.org.pk/d/l/datalysis/
DealSmash,"DealSmash is a mobile app for shoppers to provide them targeted offers on products based on their buying patterns, while providing consumer insights and retail analytics to brands. Consumers earn free shopping vouchers by scanning and sending valid shopping receipts via app while we analyse purchase data and provide valuable consumer insights to brands.
","201, CIE Building, H12, Islamabad, Pakistan, Islamabad, Islamabad Capital Territory, Pakistan 46000",9.23345E+11,info@dealsmash.co,http://www.dealsmash.co,Ali Hasnain,CEO & Founder,https://www.pasha.org.pk/d/l/dealsmash/
DIY Space,"Pakistan’s first ever makerspace, DIY Space’s Geeks Arena is a one of a kind co-working community. Equipped with software library, hardware tools and electronics bench, Geek’s Arena is a dreamhouse for young engineers and makers striving for innovation and creative working. Technical assistance is also available.
","3 A-1 PIA Society Commercial Area، Block A 1 Pia Housing Scheme, Lahore, Lahore, Punjab, Pakistan 54000",042-35 212 989,office@diyspacepk.com,http://www.diyspacepk.com/,N/A,N/A,https://www.pasha.org.pk/d/l/coworking-hut/
Diyatech Pakistan,"Diyatech is solutions focused company, committed to delivering creative and challenging software solutions. Our goal is to build positive relationships, add value, and provide highest quality of work to our customers in order to lead in providing technology solutions and web development services, all at very affordable cost. We endeavor to create a congenial and growth oriented environment for our employees, where there is plenty of challenge to stimulate their intellect while work environment i
","43 Street 36, Islamabad, Islamabad Capital Territory, Pakistan",051 2356300,iqbal@diyatech.com,http://www.diyatech.com,Iqbal Mustafa Khan,CEO,https://www.pasha.org.pk/d/l/diyatech-pakistan-2/
Dot Zero," Equippedwith zones, hot desks and dedicated spots with a 270 degree view of Karachi, Dot zero is one of the renowned coworking spots in the city.
","14th Floor, Dilkusha Forum, Main Tariq Road, Karachi, Pakistan., Karachi, Sindh, Pakistan 74000",(021) 34556352,info@thedotzero.com,http://thedotzero.com/,N/A,N/A,https://www.pasha.org.pk/d/l/dot-zero/
edify,"Edify Consulting was established in 2016 with the aim of helping students that wish to pursue higher education abroad. Edify –a prestigious name in the field of foreign education strive to provide complete admission services to a wide range student from various study background. Working with a wide range of Universities around the globe, our mission is to give what students look for their career and future through higher education.
","262 CCA, Block FF Phase 4 DHA Lahore, Punjab, Lahore, Punjab, Pakistan 54000",0310-472-1472,azka.gilani@gmail.com,http://edifyconsulting.org/,Azka Gilani,CEO,https://www.pasha.org.pk/d/l/edify/
ELN (The E-Learning Network),"ELN The e-Learning Network provides online accredited teacher training and Educational Management courses for beginners to fully qualified teachers. They help all teachers who lack convenient, internationally recognised training in Pakistan for their own growth and development. It is globally recognised and locally priced.
","Karachi, Sindh, Karachi, Sindh, Pakistan 74600",(+92) 336 2414370,contact@eln.io,http://www.eln.com.pk,Sana Farooq,CEO,https://www.pasha.org.pk/d/l/eln-the-e-learning-network/
Experts Vision,"At Experts Vision, they deal with a wide variety of solutions related to Machine Learning, specifically Big Data and Data Mining. They have expertise in a number of analytical tools related to Artificial Intelligence and Digital Image Processing.
","#108, Incubator 1,COMSATS University, Chak shahzad, Islamabad, Pakistan, Islamabad, Islamabad Capital Territory, Pakistan 64000",-8731344,info@eveati.com,https://eveati.com,Sajid- Ur-Rehman,Team Lead,https://www.pasha.org.pk/d/l/experts-vision/
Fiverivers Technologies,"FiveRivers has been at the cutting edge of technology since 2003, pioneering Virtualization and Systems Management technology for Enterprise and Embedded systems.The coming Virtual Reality (VR), Artificial Intelligence (AI) and Internet of Things (IoT) revolutions.
","26-F Gulberg 2 Lahore Pakistan, Lahore, Punjab, Pakistan 52000",-11949,info@fiveriverstech.com,https://www.fiveriverstech.com,Mahe Zehra Husain,CEO,https://www.pasha.org.pk/d/l/fiverivers-technologies/
Flock,"Starting from 6000 PKR per month, Flock is a co-working space equipped with flexible seating arrangements, air-conditioning, kitchen area, office attendant, shared internet and meeting room.
","257 G4, Johar Town, Lahore, Pakistan, Lahore, Punjab, Pakistan 54000",0321 4444059,maryam.badar@jotixtech.com,https://www.facebook.com/pg/FlockLahore,N/A,N/A,https://www.pasha.org.pk/d/l/flock/
Forrun Offices,"Minimally designed, Forrun provides you with a variety of options to choose what fits your business best. From Day Pass to Regular office,  Forrun ranges from 1500 PKR per day to 20,000 PKR per month.
","37 Commercial zone 4th floor Saeed Alam tower Liberty, lahore, Lahore, Punjab, Pakistan 54000",0321 8488799,info@forrunoffice.com,http://forrunoffice.com/,N/A,N/A,https://www.pasha.org.pk/d/l/forrun-offices/
Grass Roots Consultants,"To enable Quality Education for 1 Million Students by 2020 OUR. We will achieve this by forming strong partnerships with the Communities we work in, Clients we work with, Alliances we form and through support from Individuals like you.
","3rd Floor, SDSB Building, LUMS, Lahore, Lahore, Punjab, Pakistan 54000",0300-4005500,contact@grassrootsedu.com,http://grassrootsedu.com/,Zeeshan,CEO,https://www.pasha.org.pk/d/l/grass-roots-consultants/
Ground Zero,"Starting from 6500 PKR per month, Ground Zero has Segregated pace available for teams of 6-12 people with an Executive Office. 
","Office No. 2, Commercial Area, Alpha Society, Opposite Doctors Hospital, Main Canal Bank Road, Lahore, Lahore, Punjab, Pakistan 54000",0323 - 4532534,groundzero.lahore@gmail.com,https://www.facebook.com/GroundZero.LHR/,N/A,N/A,https://www.pasha.org.pk/d/l/ground-zero/
HangOn Game Studio,"We are a team of passionate 2d /3d games developers & designers providing our end users with high quality mobile games. Developing best addictive kids, teens and adults’ games & setting the new trends in the market by incorporating innovative ideas, practices & technologies.
","Suit T-2, Third Floor Grace Center, Gulberg II Lahore Pakistan., Lahore, Punjab, Pakistan 54000",9.23314E+11,info@hangongamestudio.com,http://www.hangongamestudio.com,N/A,N/A,https://www.pasha.org.pk/d/l/hangon-game-studio/
Incubasys,"Incubasys consulting and technology group, founded by experienced business and IT professionals, brings together an agile approach and next generation technology solutions to give you and your business a distinct advantage.
","Johar Town, Lahore, Punjab, Pakistan 54000",+971 4 277 6220,info@incubasys.com,http://www.incubasys.com/,N/A,N/A,https://www.pasha.org.pk/d/l/incubasys/
Innovation Solutions,"Stay tuned to our blog for the latest in the world of technology. Our blog not only keeps our readers aligned with the pace of technology but also brings ideas and inspirations that might transition into your corporate success.
","Plot # 26-C Muslim Commercial, Street # 2, Phase 6, DHA, Karachi, Karachi, Sindh, Pakistan 74000",+92 21 35348920,info@innovativesolutions.net.pk,https://www.innovativesolutions.net.pk/,N/A,N/A,https://www.pasha.org.pk/d/l/innovation-solutions/
IVY Co-Working,"IVY’s ideology is to save you from the embarrassment of holding work meetings unprofessionally in cafés or booking extremely expensive hotels just because you don’t have an office. IVY Co-working offers High-Speed Internet, Multimedia (Sound system / Projector), meeting rooms, mail handling and conference calls so your important meetings go smoother than ever.
","Software Technology Park, Service Rd N, I-9/3, Islamabad, Islamabad, Islamabad Capital Territory, Pakistan 46000",051 4438 461,info@ivycoworking.com,http://ivycoworking.com/,N/A,N/A,https://www.pasha.org.pk/d/l/ivy-co-working/
Jaxis,"We design concept learning and edutainment games and animations for kids. Our mission is to educate kids and boost their creativity in a very innovative way, which is through mobile games, Augmented and Virtual reality apps and interesting animations.
","Suite no 126, IBA, KU Circular Rd, University Of Karachi, Karachi City, Sindh 75270, Karachi, Sindh, Pakistan 74600",-3323550933,jaxisproductions@gmail.com,https://j-axis.co/,Zulfiqar Sajid,Founder,https://www.pasha.org.pk/d/l/jaxis/
KarachidotAI,"Karachi AI gatherings are quarterly, 3 hour events for Artificial Intelligence practitioners focusing on lessons learned applying AI. Each gathering consists of 3 elements enabling interactive sessions.
","Karachi, Karachi, Sindh 74000, PK, Karachi, Sindh, Pakistan 74600",042 111 346 346,mes.javacca@gmail.com,http://www.facebook.com/karachidotai,Mesum Raza Hemani,Founder,https://www.pasha.org.pk/d/l/karachidotai/
Kickstart,"Calling out all start-ups and small service companies, Kickstart is a co-working spot for designers, free-lancers, software houses and accountants. The premises is open 24/7 and is thus highly flexible. Kickstart is equipped with High-speed Internet, unlimited tea, printing meeting and conference rooms, office boy and mail- handling facilities.
","35-Z Commercial, DHA III, Lahore, Lahore, Punjab, Pakistan 54000",0333-0596162,cowork@kickstart.pk,https://kickstart.pk,N/A,N/A,https://www.pasha.org.pk/d/l/kickstart/
KICS UET Lahore (AILR),"Artificial intelligence research lab (AIRL) is affiliated with Alkhawarizmi Institute of Computer Science (KICS), UET Lahore.The focus of AIRL is on application oriented basic research.
","Lahore, Punjab, Lahore, Punjab, Pakistan 54000",042 99029450,info@kics.edu.pk,https://www.kics.edu.pk/labs,Dr. Waqar Mahmood,Director,https://www.pasha.org.pk/d/l/kics-uet-lahore-ailr/
Kinetic Artworks,"We are home to a creative group of multidisciplinary specialists working as a team with an emphasis on providing an exceptional client experience. 
","Park View Plaza, CB-6300 G.T. Road, Rawalpindi, Pakistan, Rawalpindi, Punjab, Pakistan 46000",+92 300 855-4879,sales@kineticartworks.com,https://www.kineticartworks.com/,N/A,N/A,https://www.pasha.org.pk/d/l/kinetic-artworks/
LastingSales,"LastingSales captures date from every customer touch point and make it meaningful and helpful to accelerate your sales. Instead of navigating lots of raw data generated from different data points, LastingSales come up with only intelligent data for you to take effective sales decisions and follow up.
","Lahore, Punjab, Lahore, Punjab, Pakistan 52000",+92 3111 308 308,Info@lastingsales.com,http://www.lastingsales.com/about.html,Bilal Hanif,Co-Founder,https://www.pasha.org.pk/d/l/lastingsales/
Launch Pad 7,"Reaching out to the Twin cities, Launch Pad 7 is a Co-Working space that is set to save you from running home-errands. Distractions and atmosphere at home isn’t always productive which can affect your brand new start-up. Launch pad 7 offers a home-like cozy environment minus the interruptions.
","Ghazali Plaza,133-B (Floor # 3) Near Chandni Chowk, Murree Road, Rawalpindi, Pakistan, Islamabad Capital Territory, Pakistan 46000",0333-5262283,info@launchpad7.com,http://www.launchpad7.com/,N/A,N/A,https://www.pasha.org.pk/d/l/launch-pad-7/
LaunchBox,"Ready to take freelancers, entrepreneurs and start-ups under their wing, Launchbox is a community based coworking space which enables you to work whether on a bean bag on in an office, as per your comfort.
","134 DD 2nd Floor, Commercial Market, DHA Phase 4، Sector CCA Dha Phase 4, Lahore, Lahore, Punjab, Pakistan 54000",0335 9686404,contact@launchboxpk.com,http://www.Launchboxpk.com,N/A,N/A,https://www.pasha.org.pk/d/l/launchbox/
Love For Data,"Love For Data is a data analytics company which aims to bring together intelligent businesses and connected customers to deliver more personalized and relevant customer experience They have tapped industries like logistics and supply chain, manufacturing, oil and energy, retail and telecommunication.
","Karachi, Sindh, Karachi, Sindh, Pakistan 74600",021 111 111 111,info@lovefordata.com,http://www.lovefordata.com/,Syed Tajammul Hussain,CEO,https://www.pasha.org.pk/d/l/love-for-data/
Magic Activity,"We are Augmented Reality and Learning Specialists with a focus on cutting edge colour technology, providing high quality engaging experiences. We are transforming traditional learning materials into interactive, immersive and fun.
","Office # 301 & 302, 3rd Floor, Shah Tower, E-11/2 Markaz, , Pakistan 46000",+92 51 8316767,contact@magicactivity.pk,https://www.magicactivity.pk/,Muhammad Owais Siddiqui,Business Development Manager,https://www.pasha.org.pk/d/l/magic-activity/
Ment Hub,"MentHub is a first of its kind mentorship platform which connects students from disadvantaged backgrounds to professionals in urban cities of Pakistan. This startup aims to create a bridge between socially conscious professionals who are willing to give back through their time and knowledge, and students who seek mentorship for their professional grooming.
","Office 301, CitiView Building, Plot 157 BYJCHS Shaheed e Millat Road Karachi, Pakistan., Karachi, Sindh, Pakistan 74600",-34144723,info@thenestio.com,http://www.menthub.com,Zohaib Karim,Founder,https://www.pasha.org.pk/d/l/ment-hub/
mParsec,"Founded in 2013, mPARSEC is a Software Development Company providing consultancy services. They specialize in latest Microsoft technologies and we’re a Microsoft Partner Company. They can also help you by providing latest Cloud-based software solutions and harnessing the power of Big Data and machine learning.
","Suite#512, Fifth Floor, Business Avenue, Shahrah-e-Faisal, Karachi, Pakistan., Karachi, Sindh, Pakistan 74600",-37239121,info@mparsec.com,http://mparsec.com,Zeeshan Abbasi,CEO,https://www.pasha.org.pk/d/l/mparsec/
Nanosoft Technologies,"Nanosoft Is a talent arsenal where the amazingly talented and highly skilled minds are put together to create awe-inspiring and jaw-dropping codes. Our team is dedicated to reshape the business world with its innovative and creative application development
","B-38 Block 4 Gulshan-e-Iqbal, Karachi., Karachi, Sindh, Pakistan 74600",+92 34977829,info@nanosofttek.com,http://nanosofttek.com/,N/A,N/A,https://www.pasha.org.pk/d/l/nanosoft-technologies/
Nearpeer,"Started by four aspiring student entrepreneurs in the institution of LUMS, NearPeer is an online website platform that aims to provide and A.I based video libraries of courses that are institution-specific
","56-A2 Ghalib Market, Gulberg III, Lahore., Lahore, Punjab, Pakistan 54000",+92 347 017 1480,contact@nearpeer.org,https://www.nearpeer.org/,Ammar,CEO,https://www.pasha.org.pk/d/l/nearpeer/
Next Desk,"While amenities like tea/coffee, internet, lockers, beanbags and lounging are present in Next Desk much like other coworking spaces, Next Desk is also cat friendly so you can now bring your furry friends to work as well. 
","2nd Floor, Gulshan-e-Iqbal, block-5, Near habitt outlet, Main Nipa Chowrangi Karachi, Pakistan, Karachi, Sindh, Pakistan 74000",0336 1113375,info@nextdesk.me,https://www.nextdesk.me/#welcome/,N/A,N/A,https://www.pasha.org.pk/d/l/next-desk/
